team,position,depth_chart_position,jersey_number,status,player_name,first_name,last_name,birth_date,height,weight,college,player_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number,age
HOU,QB,QB,6,CUT,Jordan Ta'amu,Jordan,Ta'amu,1997-12-10,75,214,Mississippi,00-0035735,4242418,c14f8faa-62db-4fb2-a7b1-d9b5998ce604,32642,13629,60453,,21612,6730,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ygqbbs2dtzidaezfdfy7",,19,DIV,,Jordan,TAA426541,49544,32005441-4142-6541-5d91-bae3170aa28d,2019,2019,,,21
IND,OL,T,77,DEV,Travis Vornkahl,Travis,Vornkahl,1995-11-05,77,287,West Texas A&M,00-0035736,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p5jszlvcbmmivnjvstew",,17,REG,,Travis,VOR307886,49108,3200564f-5230-7886-4407-8078fea4a235,2019,2019,,,23
WAS,DB,DB,26,CUT,DeJuan Neal,DeJuan,Neal,,72,155,Shepherd,00-0035737,,,,,,,,,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fihatrxdicm6tr0u3jl0",,17,REG,,DeJuan,NEA122118,49587,32004e45-4112-2118-c0c9-0110eb5d8a6e,2018,2019,,,
LAC,DL,DE,73,CUT,Thomas Costigan,Thomas,Costigan,,75,230,Bryant University,00-0035738,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wvqgzndsz74a6ycxzb3y",,17,REG,,Thomas,COS747522,49657,3200434f-5374-7522-3943-d931f7cf1446,2019,2019,,,
NYG,P,P,6,CUT,Sean Smith,Sean,Smith,,76,228,Dayton,00-0035739,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xn2cc6regqjkbinc8ing",,17,REG,,Sean,SMI706150,49658,3200534d-4970-6150-760d-47bed8481045,2019,2019,,,
PIT,TE,TE,46,CUT,Micky Crum,Micky,Crum,,76,258,Louisville,00-0035740,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fail0xtbsifjhyxgjzxa",,17,REG,,Micky,CRU178778,49747,32004352-5517-8778-55a1-feb0081e6135,2019,2019,,,
TEN,LB,LB,48,CUT,Josh Smith,Josh,Smith,1997-02-25,76,240,Vanderbilt,00-0035741,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zlkkunq8evtpx7bbmcvc",,20,CON,,Josh,SMI444791,49748,3200534d-4944-4791-327f-aac3bd0e80b9,2019,2019,,,22
BAL,P,P,6,CUT,Cameron Nizialek,Cameron,Nizialek,,74,200,Georgia,00-0035742,3072765,ee894f69-ff62-4f60-a5fb-5307fce1de73,32650,14348,,,21660,6739,1,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/p3yj7bwxc0fyipklbgeh",,19,DIV,,Cameron,NIZ207645,47083,32004e49-5a20-7645-7130-f16167c5501b,2018,2019,,,
ARI,OL,T,78,RSN,Brett Toth,Brett,Toth,1996-09-01,78,304,Army,00-0035743,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xzuw3sglqqfqfezblwkw",,17,REG,,Brett,TOT169395,47097,3200544f-5416-9395-9e76-e35c46db51e2,2019,2019,,,22
TEN,LB,LB,40,CUT,Quart'e Sapp,Quart'e,Sapp,,74,223,Tennessee,00-0035744,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rz7hawyrmvf2f8y7dzvy",,20,CON,,Quart'e,SAP611778,49763,32005341-5061-1778-5c8e-a6d78f7692f3,2019,2019,,,
IND,RB,RB,40,CUT,Marquis Young,Marquis,Young,,71,210,Massachusetts,00-0035745,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pnxv5ejmy3oxsirqhdcv",,17,REG,,Marquis,YOU384309,49767,3200594f-5538-4309-6b47-0e13a4198c3b,2019,2019,,,
NO,OL,G,79,CUT,Fisayo Awolaja,Fisayo,Awolaja,,76,300,Northern Colorado,00-0035746,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zkabv9mmkzoxbhbmijhm",,18,WC,,Fisayo,AWO415291,49784,32004157-4f41-5291-1e14-12ebb42e85c9,2019,2019,,,
OAK,LB,LB,48,CUT,Bryson Allen-Williams,Bryson,Allen-Williams,,73,230,South Carolina,00-0035747,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dmqssqipao93ulsioqhr",,17,REG,,Bryson,ALL656257,49835,3200414c-4c65-6257-c957-6489e79890ce,2019,2019,,,
SF,DB,DB,40,CUT,Jordan Holland,Jordan,Holland,,69,195,Prairie View A&M,00-0035748,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pcwrwn651czcc8ov7hlf",,21,SB,,Jordan,HOL149719,44426,3200484f-4c14-9719-eb28-b975b1b57f7c,2016,,,,
SEA,DL,DE,60,CUT,Logan Tago,Logan,Tago,,75,250,Washington State,00-0035749,,,,,,,,,,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/trxg0ay9cdtl3ia8i9bx",,19,DIV,,Logan,TAG591094,49887,32005441-4759-1094-d39d-5c5f04e30edd,,,,,
SEA,OL,G,78,DEV,Alex Boone,Alexander,Boone,1987-05-04,80,310,Ohio State,00-0026762,,,,,,,,,11,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sckg9o35cdeumkdim6de",,18,WC,P07,Alex,BOO259235,34986,3200424f-4f25-9235-2664-7cb009ccfd38,2009,2009,,,33
ARI,DB,FS,43,CUT,TJ Ward,Terrell,Ward,1986-12-12,70,200,Oregon,00-0027653,,,,,,,,,10,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r4vww4ic2ptpvqvo8fz4",,7,REG,,T.J.,WAR274773,35477,32005741-5227-4773-2059-c71a68b46c3b,2010,2010,CLE,,33
DAL,DL,DE,58,ACT,Aldon Smith,Aldon,Smith,1989-09-25,76,265,Missouri,00-0027945,13988,3d22209a-9800-4199-aa36-b9c86c86455b,24794,7446,6159,SmitAl04,13453,986,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gytzk7llt9p0qw22iayb",EDGE,17,REG,A01,Aldon,SMI029386,37080,3200534d-4902-9386-4d02-5118fdeed023,2011,2011,SF,7,30
JAX,RB,FB,49,DEV,Bruce Miller,Bruce,Miller,1987-08-06,74,248,Central Florida,00-0028149,14083,9be8224a-4a19-4f6a-a2be-ecbd3a24868c,24998,7505,6363,MillBr02,13446,982,9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xmxfgtmbvqxhpp3ldkwq",,17,REG,P07,Bruce,MIL152896,37286,32004d49-4c15-2896-abb5-374ff19fc625,2011,2011,SF,211,33
ARI,P,P,9,CUT,Richie Leone,Richard,Leone,1992-03-10,75,211,Houston,00-0030696,,,,,,,,,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/nzlsvyi7fxbmeui4myd8",,7,REG,,Richie,LEO700587,41534,32004c45-4f70-0587-5794-7684ad446e3c,2014,2014,,,28
SF,RB,RB,34,DEV,Tyler Gaffney,Tyler,Gaffney,1991-04-20,72,220,Stanford,00-0031190,16838,8d53ef4e-7d88-40c6-a390-78d166330bb0,27732,9526,8838,GaffTy00,16557,2189,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xtjnqojhmwifwsobtukm",,17,REG,P01,Tyler,GAF629685,41433,32004741-4662-9685-8e38-9e660dbcfdf2,2014,2014,CAR,204,29
NYJ,K,K,6,DEV,Sergio Castillo,Sergio,Castillo,1990-11-01,71,195,West Texas A&amp;M,00-0031385,,1f2c7574-f56a-47b3-bd75-5dd0d5ff8d93,,9844,,,,7515,6,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o1xsgvktadq3bgsts9o0",,17,REG,P01,Sergio,CAS762935,42112,32004341-5376-2935-e519-d2bfc3bc437c,2014,2014,,,29
CIN,DB,CB,39,ACT,Winston Rose,Winston,Rose,1993-11-29,72,180,New Mexico State,00-0032757,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v1zwgu8dgvdgezzr1uyf",,17,REG,A01,Winston,ROS325298,43877,3200524f-5332-5298-83bf-7173b69a6f16,2016,2016,,,26
CHI,DB,CB,31,RES,Tre Roberson,Trerein,Roberson,1992-10-22,72,205,Illinois State,00-0032849,2578317,7ba5935c-0e54-4ad0-b90e-ff4af7d62b85,29925,11506,11310,,18629,3813,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xhvnxw8kxywkadtpdep8",,18,WC,R05,Tre,ROB088775,43916,3200524f-4208-8775-dc2b-35f90cac913d,2016,2016,,,27
NO,LB,LB,48,CUT,Wynton McManis,Wynton,McManis,1994-09-20,73,225,Memphis,00-0032960,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/yu3a0fc7corr79wpx7br",,1,REG,A01,Wynton,MCM222998,43998,32004d43-4d22-2998-efdb-3ea4fb01625a,2016,2016,,,25
SF,DB,SS,38,DEV,Chris Edwards,Chris,Edwards,1992-12-23,73,215,Idaho,00-0033022,,,,,,,,,4,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bfl0iafxncdwh8ct3so1",,17,REG,P01,Chris,EDW179697,44042,32004544-5717-9697-d504-9cb004274725,2016,2016,,,27
LV,DB,DB,37,CUT,Anthony Cioffi,Anthony,Cioffi,1994-08-26,72,205,Rutgers,00-0033440,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pyzkvh66rr9crxjqcvcq",,1,REG,,Anthony,CIO196395,45340,32004349-4f19-6395-9ccd-6f20bc20ac97,2017,2017,,,26
HOU,LS,LS,45,DEV,Anthony Kukwa,Anthony,Kukwa,1992-10-30,75,220,Lake Erie,00-0033444,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mmu1cdojlzw01qdgilw3",,17,REG,P01,Anthony,KUK711928,45344,32004b55-4b71-1928-11e4-2fa2a34e1dcc,2017,2017,,,27
GB,RB,RB,43,CUT,William Stanback,William,Stanback,1994-07-06,72,231,Virginia Union,00-0033508,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xlq0awmfhekhumee6rkc",,1,REG,,William,STA372738,45400,32005354-4137-2738-c9f7-6bb3f7fda119,2017,2017,,,26
IND,P,P,3,DEV,Austin Rehkow,Austin,Rehkow,1995-03-17,75,213,Idaho,00-0033619,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wtxebetjkp0zyeh96zb7",,18,WC,P01,Austin,REH439587,45489,32005245-4843-9587-109a-76920d68a50e,2017,2017,,,25
MIN,DB,CB,36,DEV,Marcus Sayles,Marcus,Sayles,1994-10-01,70,175,West Georgia,00-0033628,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ujbxqry8dnzn95mk43jp",,12,REG,P01,Marcus,SAY652439,45502,32005341-5965-2439-7b32-6b76d0a44926,2017,2017,,,25
GB,DB,DB,41,CUT,DaShaun Amos,DaShaun,Amos,1994-09-20,72,190,East Carolina,00-0033710,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ead2ci3iumhf39xfjcg9",,1,REG,A01,DaShaun,AMO582261,45584,3200414d-4f58-2261-625a-a4040ba5b516,2017,2017,,,25
LV,LB,LB,59,CUT,Nick Usher,Nicholas,Usher,1995-01-22,75,216,Texas-El Paso,00-0033741,,,,,,,,,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wizp2ax4m2udjjb5bkbs",,1,REG,,Nick,USH439290,45615,32005553-4843-9290-44fa-8d86f15e6980,2017,2017,,,25
CHI,WR,WR,13,DEV,Rodney Adams,Rodney,Adams,1994-09-15,73,189,South Florida,00-0033957,3059918,dc8a06c8-538a-4408-8a2b-1d9bfafb8a3c,30283,11844,11925,AdamRo01,19054,4208,3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vjrqc9cmakjqaboefcri",,18,WC,P01,Rodney,ADA555214,44983,32004144-4155-5214-265d-3368798b4bd3,2017,2017,MIN,170,25
WAS,LB,LB,47,CUT,DeMarquis Gates,DeMarquis,Gates,1996-03-07,74,221,Mississippi,00-0034769,3128747,8b91b834-6eae-4a18-8fc6-9c99caafa615,31744,13942,,,20657,5748,2,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x5odity7yhendpxzpsl5",,1,REG,,DeMarquis,GAT196073,46942,32004741-5419-6073-d0b7-78c9d087cc4a,2018,2018,,,24
GB,WR,WR,84,DEV,Reggie Begelton,Reggie,Begelton,1993-08-31,72,200,Lamar,00-0035750,2974503,6fb8803e-2a84-454b-827f-df747e9157d8,32664,14472,20052,,21708,6763,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ebpzy6upqj9ksvri4ami",,20,CON,P01,Reggie,BEG415291,44728,32004245-4741-5291-5df2-a6f202d8010c,2020,2020,,,27
LA,LB,LB,47,DEV,Derrick Moncrief,Derrick,Moncrief,1993-06-25,74,220,Oklahoma State,00-0035751,,,,,,,,,0,,,19,DIV,P01,Derrick,MON116591,45800,32004d4f-4e11-6591-ce91-8c8717629406,2020,2020,,,27
ARI,QB,QB,15,ACT,Chris Streveler,Chris,Streveler,1995-01-06,73,215,South Dakota,00-0035752,3040206,23461354-f2d7-4e36-9046-fe9cde6dd413,32662,14587,46440,,21866,6778,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xzm3uqtzgvza6mzrbdhg",QB,17,REG,A01,Chris,STR329049,46421,32005354-5232-9049-c608-e1563b15d3b9,2020,2020,,,25
SF,DL,DE,61,CUT,Jonathan Kongbo,Jonathan,Kongbo,1996-03-19,76,254,Tennessee,00-0035754,,,,,,,,,0,,,1,REG,,Jonathan,KON408541,48308,32004b4f-4e40-8541-129e-d1f4067d6a87,2020,2020,,,24
CHI,TE,TE,49,RES,Darion Clark,Darion,Clark,1994-04-09,79,235,Grand Canyon,00-0035756,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/x1ric73yajfsjeluheur",,18,WC,R01,Darion,CLA247460,51033,3200434c-4124-7460-622c-b8cb15f574fb,2020,2020,,,26
DEN,LS,LS,46,ACT,Jacob Bobenmoyer,Jacob,Bobenmoyer,1997-05-28,74,235,Northern Colorado,00-0035757,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sfunlrpdltncsr7susfw",,17,REG,A01,Jacob,BOB341461,51272,3200424f-4234-1461-1eea-1473fa99a1aa,2020,2020,,,23
CAR,K,K,3,CUT,Lirim Hajrullahu,Lirim,Hajrullahu,1990-04-24,71,215,"Western Ontario, Can.",00-0035758,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vwi5fdt8i8omc6yiepay",,15,REG,P01,Lirim,HAJ564972,42259,32004841-4a56-4972-a492-13e792cec3bb,2020,2020,,,30
LA,K,K,8,DEV,Austin MacGinnis,Austin,MacGinnis,1995-05-04,70,185,Kentucky,00-0035759,3053774,7f97446b-4e10-4b1d-b68c-9b1bc7f1c85f,32667,14354,,,22123,7095,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zravzw2lftem5jgzqqpy",,19,DIV,P10,Austin,MAC224033,47642,32004d41-4322-4033-af85-6470699868c8,2020,2020,,,25
CIN,RB,RB,31,DEV,Jacques Patrick,Jacques,Patrick,1997-01-07,74,234,Florida State,00-0035760,3693033,e2f3af7f-dd17-44f2-a000-d487a29f0f03,32669,13964,,,20906,6108,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/veji39nsuxcwtswzyl9o",,17,REG,P01,Jacques,PAT244949,50963,32005041-5424-4949-c158-2b4e6545b5e3,2020,2020,,,23
NO,DL,DT,97,INA,Malcolm Roach,Malcolm,Roach,1998-06-09,75,290,Texas,00-0035763,4039064,bb01a04e-0d54-4fc6-98c8-2b8614d07afe,33118,14726,50191,,21899,7018,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kp9ur1lwfegyu3vyw5dm",,19,DIV,A01,Malcolm,ROA281802,52665,3200524f-4128-1802-95c9-837e5bfc0b74,2020,2020,,,22
NO,OL,T,66,DEV,Calvin Throckmorton,Calvin,Throckmorton,1996-08-16,77,318,Oregon,00-0035764,,,,,,,,,0,,,19,DIV,P01,Calvin,THR420915,52666,32005448-5242-0915-5394-37402191af19,2020,2020,,,24
CIN,DL,DT,99,CUT,Trey Dishon,Kenneth,Dishon,1997-05-18,74,311,Kansas State,00-0035765,,,,,,,,,0,,,1,REG,A01,Trey,DIS650257,52667,32004449-5365-0257-3527-e337621926f3,2020,2020,,,23
CIN,OL,OT,75,CUT,Josh Knipfel,Josh,Knipfel,1998-02-26,77,305,Iowa State,00-0035766,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/fqotfqth1zbumyigmjhj",,7,REG,,Josh,KNI780929,52668,32004b4e-4978-0929-55d4-6fec4ec87349,2020,2020,,,22
CIN,LB,LB,52,CUT,Marcel Spears Jr,Marcel,Spears,1997-05-29,72,221,Iowa State,00-0035767,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/por1sypbghrqeaqxxr3k",,1,REG,A01,Marcel  Jr.,SPE125801,52669,32005350-4512-5801-99f9-da2d0888c054,2020,2020,,,23
CIN,WR,WR,14,DEV,Scotty Washington,Scotty,Washington,1997-07-26,77,225,Wake Forest,00-0035769,,,,,,,,,0,,,17,REG,P01,Scotty,WAS724960,52671,32005741-5372-4960-d4f7-3f65bd7381a7,2020,2020,,,23
CIN,TE,TE,84,INA,Mitchell Wilcox,Mitchell,Wilcox,1996-11-07,76,245,South Florida,00-0035771,3923392,b2d98b60-b4b3-4610-81d2-2154c723fdbb,33171,14634,47234,,21800,6894,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rfcpmocppxu5rjsxesve",,17,REG,A01,Mitchell,WIL034935,52673,32005749-4c03-4935-e05f-c421e1f6a8d9,2020,2020,,,23
CAR,LB,OLB,47,RES,Jordan Mack,Jordan,Mack,1998-02-07,75,230,Virginia,00-0035772,,,,,,,,,0,,,17,REG,R62,Jordan,MAC315560,52674,32004d41-4331-5560-b40a-dd67580caecd,2020,2020,,,22
ATL,DB,CB,42,DEV,Delrick Abrams,Delrick,Abrams,1997-04-04,75,185,Colorado,00-0035774,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ytkvkaspj28jbzxkio2j",,17,REG,P10,Delrick,ABR348434,52676,32004142-5234-8434-3c41-b2aaeb1657b9,2020,2020,,,23
ATL,DL,DT,99,CUT,Hinwa Allieu,Hinwa,Allieu,1997-12-09,77,290,Nebraska-Kearney,00-0035775,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/viuoprulxbspzuzxauqk",,1,REG,A01,Hinwa,ALL705600,52677,3200414c-4c70-5600-874c-3777f7e2e5b6,2020,2020,,,22
KC,DL,DE,95,DEV,Austin Edwards,Austin,Edwards,1997-08-27,77,280,Ferris State,00-0035779,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bomu8iruiqh0gxvnowzl",,21,SB,P01,Austin,EDW113688,52681,32004544-5711-3688-df0f-b3c007c0c917,2020,2020,,,23
ATL,OL,OG,66,CUT,Justin Gooseberry,Justin,Gooseberry,1996-10-14,76,290,Rice,00-0035781,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ahsjlpjjorlxgmdspknp",,1,REG,A01,Justin,GOO795949,52683,3200474f-4f79-5949-5a5a-c01dde262283,2020,2020,,,23
ATL,WR,WR,12,DEV,Juwan Green,Juwan,Green,1998-07-01,72,187,"Albany, N.Y.",00-0035782,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jnxtgfrmmv2kclucfosg",,17,REG,P01,Juwan,GRE298226,52684,32004752-4529-8226-220b-918735379931,2020,2020,,,22
ATL,DB,CB,44,INA,Tyler Hall,Tyler,Hall,1998-10-31,70,190,Wyoming,00-0035783,4048718,74761bca-f09c-4a06-8dd4-5f3cf2a2b897,33058,14999,43958,,22190,7188,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pmbldvgeq1roeb6sx2jj",,17,REG,A01,Tyler,HAL551581,52685,32004841-4c55-1581-805c-c60c18836e1f,2020,2020,,,21
ATL,OL,OT,72,CUT,Evin Ksiezarczyk,Evin,Ksiezarczyk,1997-06-08,78,310,Buffalo,00-0035784,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r2tglqyhciv4cwngxcny",,1,REG,A01,Evin,KSI207645,52686,32004b53-4920-7645-d54b-db8bd20b36dd,2020,2020,,,23
ATL,DL,DT,79,CUT,Sailosi Latu,Sailosi,Latu,1993-12-26,75,334,San Jose State,00-0035785,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/avujusu1y2ws9s2epsni",,1,REG,A01,Sailosi,LAT734746,52687,32004c41-5473-4746-d52a-55f78cf1d8a5,2020,2020,,,26
ATL,WR,WR,1,CUT,Jalen McCleskey,Jalen,McCleskey,1997-08-06,70,165,Tulane,00-0035786,3919609,b79c04b6-d49f-49ca-a26b-d93769c8a908,33063,14977,,,22175,7173,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/obainier094irecu4wq2",,1,REG,A01,Jalen,MCC402412,52688,32004d43-4340-2412-984b-9c467e3838ff,2020,2020,,,23
ATL,TE,TE,89,INA,Jared Pinkney,Jared,Pinkney,1997-08-21,76,255,Vanderbilt,00-0035787,3915772,3d2f2c64-3d4e-461b-a3e7-677f74e6c5f8,33064,14632,47214,,21676,6834,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xzr8thnio7xqhccezq1b",,17,REG,A01,Jared,PIN630259,52689,32005049-4e63-0259-69b3-c5896132dc03,2020,2020,,,23
ATL,WR,WR,14,ACT,Chris Rowland,Chris,Rowland,1997-12-19,68,180,Tennessee State,00-0035789,4052137,40f11577-5646-4da3-99ba-ea8b038b17a3,33066,14885,,,22177,7175,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ndvahfainegaghhymrxj",,17,REG,A01,Chris,ROW613045,52691,3200524f-5761-3045-36e8-c06f2c1e4a78,2020,2020,,,22
GB,LB,LB,0,RES,Ray Wilborn,Ray,Wilborn,1997-04-01,76,224,Ball State,00-0035790,4361650,91584998-260d-4d2e-a154-e4b6f7886ff0,33067,15001,77573,,22187,7185,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/gdm6cpnljafmc9ypmi78",,20,CON,R23,Ray,WIL001413,52692,32005749-4c00-1413-6b8a-1fa2f3d93770,2020,2020,,,23
ATL,RB,RB,44,CUT,Mikey Daniel,Mikey,Daniel,1996-11-03,72,235,South Dakota State,00-0035793,,,,,,,,,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/wkaxsyvtov9e6tg3kqyb",,1,REG,A01,Mikey,DAN302815,52695,32004441-4e30-2815-d12c-b82f0db5f5b1,2020,2020,,,23
PIT,DB,CB,42,ACT,James Pierre,James,Pierre,1996-09-16,74,185,Florida Atlantic,00-0035795,4259252,6e0bbdc7-fa74-41d2-b3de-4eaa8e670f87,32939,14439,60649,,22068,7419,0,,CB,18,WC,A01,James,PIE568615,52697,32005049-4556-8615-e463-2015c1729e2f,2020,2020,,,23
KC,DL,DT,69,RES,Tyler Clark,Tyler,Clark,1998-07-25,76,300,Georgia,00-0035796,,,,,,,,,0,,,21,SB,R23,Tyler,CLA581029,52698,3200434c-4158-1029-918b-873d3c253e2a,2020,2020,,,22
HOU,DL,DE,79,CUT,Kendall Futrell,Kendall,Futrell,1997-10-27,74,226,East Carolina,00-0035797,,,,,,,,,0,,,12,REG,P01,Kendall,FUT428416,52699,32004655-5442-8416-191e-a8353b16f23b,2020,2020,,,22
CIN,OL,OG,63,CUT,Clay Cordasco,Clay,Cordasco,1996-04-28,77,314,,00-0035798,,,,,,,,,,,,1,REG,,Clay,COR186348,,3200434f-5218-6348-ffd2-4256cde0b6a8,,,,,24
CIN,DB,DB,40,DEV,Trajan Bandy,Trajan,Bandy,1999-06-04,69,186,Miami,00-0035799,,,,,,,,,0,,,17,REG,P01,Trajan,BAN246232,52701,32004241-4e24-6232-fe0b-013f8a395a53,2020,2020,,,21
SEA,DB,DB,49,CUT,DeMarkus Acy,DeMarkus,Acy,1998-04-29,74,191,Missouri,00-0035801,,,,,,,,,0,,,17,REG,P01,DeMarkus,ACY415291,52703,32004143-5941-5291-52f1-5257c81c2abf,2020,2020,,,22
SF,DL,DT,65,ACT,Darrion Daniels,Darrion,Daniels,1997-12-04,75,325,Nebraska,00-0035802,3919607,9b747474-db7f-4137-a559-38402c828139,33195,14551,48659,,22074,6975,0,,INTERIOR_LINE,17,REG,A01,Darrion,DAN528377,52704,32004441-4e52-8377-3371-84a3b53a11ff,2020,2020,,,22
SF,WR,WR,7,CUT,Chris Finke,Chris,Finke,1996-05-02,70,184,Notre Dame,00-0035803,,,,,,,,,0,,,12,REG,P01,Chris,FIN247065,52705,32004649-4e24-7065-a5b2-34d1ae43a249,2020,2020,,,24
SF,LB,LB,47,DEV,Jonas Griffith,Jonas,Griffith,1997-01-27,76,250,Indiana State,00-0035804,3908558,5180ecc5-bbd9-42b6-b227-c5efdb53cf80,33197,15013,35858,,22401,7421,0,,,17,REG,P10,Jonas,GRI439579,52706,32004752-4943-9579-7b0e-1758c2b3271a,2020,2020,,,23
SF,TE,TE,83,DEV,Chase Harrell,Chase,Harrell,1997-05-16,76,249,Arkansas,00-0035805,,,,,,,,,0,,,17,REG,P09,Chase,HAR305848,52707,32004841-5230-5848-bbd0-92d818c3b219,2020,2020,,,23
SF,RB,RB,38,RES,Jamycal Hasty,Jamycal,Hasty,1996-09-12,68,205,Baylor,00-0035806,3928925,c6c50d09-f14f-41c2-9eb3-87514f0121f6,33199,14392,25582,HastJa02,21765,6996,0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qtjp84utne7uhgbtx0o5",,17,REG,R01,Jamycal,HAS766320,52708,32004841-5376-6320-3668-fe378d3d0a54,2020,2020,,,23
SF,RB,RB,40,DEV,Josh Hokit,Josh,Hokit,1997-11-12,73,225,Fresno State,00-0035807,,,,,,,,,0,,,17,REG,P10,Josh,HOK415291,52709,3200484f-4b41-5291-4d1e-90a448dda493,2020,2020,,,22
SF,DB,DB,43,DEV,Jared Mayden,Jared,Mayden,1998-06-24,72,205,Alabama,00-0035808,4040975,cec656f2-7a0b-4993-9489-7a0cef088c0f,33201,14780,43058,,22103,7027,0,,,17,REG,P02,Jared,MAY289049,52710,32004d41-5928-9049-dc85-306cbb28b23a,2020,2020,,,22
SF,DB,CB,33,TRC,Christian Angulo,Christian,Angulo,1997-02-17,74,190,,00-0035810,,,,,,,,,,,,7,REG,,Christian,ANG588142,,3200414e-4758-8142-8afb-c9b49abff628,,,,,23
NYG,WR,WR,6,DEV,Derrick Dillon,Derrick,Dillon,1995-10-28,71,186,Louisiana State,00-0035813,,,,,,,,,0,,,12,REG,P01,Derrick,DIL257524,52715,32004449-4c25-7524-7208-926ab3cb0ad4,2020,2020,,,24
NYG,OL,OT,61,CUT,Tyler Haycraft,Tyler,Haycraft,1997-01-23,75,293,Louisville,00-0035815,,,,,,,,,0,,,7,REG,,Tyler,HAY024718,52717,32004841-5902-4718-6810-d0806e2c4458,2020,2020,,,23
